"Site1","Site2","Distance","Rate1","Rate2","Absdiff","Quarter","Month_f"
"DP4","EG2",8.52153560501358,25,0,25,"August 2022","August 2022"
"DP4","EG2",8.52153560501358,100,75,25,"July 2021","July 2021"
"DP4","EG2",8.52153560501358,0,0,0,"July 2022","July 2022"
"DP4","PR1",5.19475603545862,0,50,50,"August 2021","August 2021"
"DP4","PR1",5.19475603545862,25,25,0,"August 2022","August 2022"
"DP4","PR1",5.19475603545862,100,50,50,"July 2021","July 2021"
"DP4","PR1",5.19475603545862,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"DP4","PR2",7.39987422559977,25,0,25,"August 2022","August 2022"
"DP4","PR2",7.39987422559977,100,0,100,"July 2021","July 2021"
"DP4","PR2",7.39987422559977,0,0,0,"July 2022","July 2022"
"DP4","PR3",7.93272629728793,0,33.3333333333333,33.3333333333333,"August 2021","August 2021"
"DP4","PR3",7.93272629728793,25,0,25,"August 2022","August 2022"
"DP4","PR3",7.93272629728793,100,0,100,"July 2021","July 2021"
"DP4","PR3",7.93272629728793,0,0,0,"July 2022","July 2022"
"DP4","PH1",5.4203920363694,0,100,100,"August 2021","August 2021"
"DP4","PH1",5.4203920363694,25,50,25,"August 2022","August 2022"
"DP4","PH1",5.4203920363694,100,0,100,"July 2021","July 2021"
"DP4","PH1",5.4203920363694,0,0,0,"July 2022","July 2022"
"DP4","EG3",6.86679569457611,0,0,0,"August 2021","August 2021"
"DP4","EG3",6.86679569457611,25,25,0,"August 2022","August 2022"
"DP4","EG3",6.86679569457611,100,33.3333333333333,66.6666666666667,"July 2021","July 2021"
"DP4","EG3",6.86679569457611,0,0,0,"July 2022","July 2022"
"DP4","DP5",0.865846956997958,0,100,100,"August 2021","August 2021"
"DP4","DP5",0.865846956997958,25,0,25,"August 2022","August 2022"
"DP4","DP5",0.865846956997958,100,0,100,"July 2021","July 2021"
"DP4","DP5",0.865846956997958,0,50,50,"July 2022","July 2022"
"DP4","HP1",20.6001460354315,0,66.6666666666667,66.6666666666667,"August 2021","August 2021"
"DP4","HP1",20.6001460354315,25,25,0,"August 2022","August 2022"
"DP4","HP1",20.6001460354315,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"DP4","HE1",18.9723613896313,0,0,0,"August 2021","August 2021"
"DP4","HE1",18.9723613896313,25,25,0,"August 2022","August 2022"
"DP4","HE1",18.9723613896313,100,0,100,"July 2021","July 2021"
"DP4","HE1",18.9723613896313,0,0,0,"July 2022","July 2022"
"DP4","MP1",5.27465857836417,0,66.6666666666667,66.6666666666667,"August 2021","August 2021"
"DP4","MP1",5.27465857836417,25,0,25,"August 2022","August 2022"
"DP4","MP1",5.27465857836417,100,0,100,"July 2021","July 2021"
"DP4","MP1",5.27465857836417,0,0,0,"July 2022","July 2022"
"DP5","EG1",12.7481144020013,100,33.3333333333333,66.6666666666667,"August 2021","August 2021"
"DP5","EG1",12.7481144020013,0,33.3333333333333,33.3333333333333,"August 2022","August 2022"
"DP5","EG1",12.7481144020013,0,0,0,"July 2021","July 2021"
"DP5","EG1",12.7481144020013,50,0,50,"July 2022","July 2022"
"DP5","EG4",9.52427656246387,100,50,50,"August 2021","August 2021"
"DP5","EG4",9.52427656246387,0,25,25,"August 2022","August 2022"
"DP5","EG4",9.52427656246387,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"DP5","EG4",9.52427656246387,50,50,0,"July 2022","July 2022"
"DP5","SC1",17.6673109592389,100,0,100,"August 2021","August 2021"
"DP5","SC1",17.6673109592389,0,25,25,"August 2022","August 2022"
"DP5","SC1",17.6673109592389,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"DP5","SC1",17.6673109592389,50,0,50,"July 2022","July 2022"
"DP5","ST1",21.763228101145,100,0,100,"August 2021","August 2021"
"DP5","ST1",21.763228101145,0,0,0,"August 2022","August 2022"
"DP5","ST1",21.763228101145,0,0,0,"July 2021","July 2021"
"DP5","ST1",21.763228101145,50,33.3333333333333,16.6666666666667,"July 2022","July 2022"
"DP5","EG2",9.35935885611851,100,66.6666666666667,33.3333333333333,"August 2021","August 2021"
"DP5","EG2",9.35935885611851,0,0,0,"August 2022","August 2022"
"DP5","EG2",9.35935885611851,0,75,75,"July 2021","July 2021"
"DP5","EG2",9.35935885611851,50,0,50,"July 2022","July 2022"
"DP5","PR1",4.82311315092013,100,50,50,"August 2021","August 2021"
"DP5","PR1",4.82311315092013,0,25,25,"August 2022","August 2022"
"DP5","PR1",4.82311315092013,0,50,50,"July 2021","July 2021"
"DP5","PR1",4.82311315092013,50,33.3333333333333,16.6666666666667,"July 2022","July 2022"
"DP5","PR2",7.0921144162525,0,0,0,"August 2022","August 2022"
"DP5","PR2",7.0921144162525,0,0,0,"July 2021","July 2021"
"DP5","PR2",7.0921144162525,50,0,50,"July 2022","July 2022"
"DP5","PR3",7.69528070689284,100,33.3333333333333,66.6666666666667,"August 2021","August 2021"
"DP5","PR3",7.69528070689284,0,0,0,"August 2022","August 2022"
"DP5","PR3",7.69528070689284,0,0,0,"July 2021","July 2021"
"DP5","PR3",7.69528070689284,50,0,50,"July 2022","July 2022"
"DP5","PH1",5.27747259524395,100,100,0,"August 2021","August 2021"
"DP5","PH1",5.27747259524395,0,50,50,"August 2022","August 2022"
"DP5","PH1",5.27747259524395,0,0,0,"July 2021","July 2021"
"DP5","PH1",5.27747259524395,50,0,50,"July 2022","July 2022"
"DP5","EG3",7.68994014397308,100,0,100,"August 2021","August 2021"
"DP5","EG3",7.68994014397308,0,25,25,"August 2022","August 2022"
"DP5","EG3",7.68994014397308,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"DP5","EG3",7.68994014397308,50,0,50,"July 2022","July 2022"
"DP5","HP1",21.4199238926065,100,66.6666666666667,33.3333333333333,"August 2021","August 2021"
"DP5","HP1",21.4199238926065,0,25,25,"August 2022","August 2022"
"DP5","HP1",21.4199238926065,50,33.3333333333333,16.6666666666667,"July 2022","July 2022"
"DP5","HE1",19.649977270282,100,0,100,"August 2021","August 2021"
"DP5","HE1",19.649977270282,0,25,25,"August 2022","August 2022"
"DP5","HE1",19.649977270282,0,0,0,"July 2021","July 2021"
"DP5","HE1",19.649977270282,50,0,50,"July 2022","July 2022"
"DP5","MP1",5.41219289600531,100,66.6666666666667,33.3333333333333,"August 2021","August 2021"
"DP5","MP1",5.41219289600531,0,0,0,"August 2022","August 2022"
"DP5","MP1",5.41219289600531,0,0,0,"July 2021","July 2021"
"DP5","MP1",5.41219289600531,50,0,50,"July 2022","July 2022"
"EG1","EG4",3.77058605138659,33.3333333333333,50,16.6666666666667,"August 2021","August 2021"
"EG1","EG4",3.77058605138659,33.3333333333333,25,8.3333333333333,"August 2022","August 2022"
"EG1","EG4",3.77058605138659,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"EG1","EG4",3.77058605138659,0,50,50,"July 2022","July 2022"
"EG1","SC1",5.26162019003059,33.3333333333333,0,33.3333333333333,"August 2021","August 2021"
"EG1","SC1",5.26162019003059,33.3333333333333,25,8.3333333333333,"August 2022","August 2022"
"EG1","SC1",5.26162019003059,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"EG1","SC1",5.26162019003059,0,0,0,"July 2022","July 2022"
"EG1","ST1",10.2010936881422,33.3333333333333,0,33.3333333333333,"August 2021","August 2021"
"EG1","ST1",10.2010936881422,33.3333333333333,0,33.3333333333333,"August 2022","August 2022"
"EG1","ST1",10.2010936881422,0,0,0,"July 2021","July 2021"
"EG1","ST1",10.2010936881422,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG1","EG2",3.46334226316671,33.3333333333333,66.6666666666667,33.3333333333334,"August 2021","August 2021"
"EG1","EG2",3.46334226316671,33.3333333333333,0,33.3333333333333,"August 2022","August 2022"
"EG1","EG2",3.46334226316671,0,75,75,"July 2021","July 2021"
"EG1","EG2",3.46334226316671,0,0,0,"July 2022","July 2022"
"EG1","PR1",15.7854134774427,33.3333333333333,50,16.6666666666667,"August 2021","August 2021"
"EG1","PR1",15.7854134774427,33.3333333333333,25,8.3333333333333,"August 2022","August 2022"
"EG1","PR1",15.7854134774427,0,50,50,"July 2021","July 2021"
"EG1","PR1",15.7854134774427,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG1","PR2",17.2351942074094,33.3333333333333,0,33.3333333333333,"August 2022","August 2022"
"EG1","PR2",17.2351942074094,0,0,0,"July 2021","July 2021"
"EG1","PR2",17.2351942074094,0,0,0,"July 2022","July 2022"
"EG1","PR3",17.2759521516785,33.3333333333333,33.3333333333333,0,"August 2021","August 2021"
"EG1","PR3",17.2759521516785,33.3333333333333,0,33.3333333333333,"August 2022","August 2022"
"EG1","PR3",17.2759521516785,0,0,0,"July 2021","July 2021"
"EG1","PR3",17.2759521516785,0,0,0,"July 2022","July 2022"
"EG1","PH1",13.3401297519146,33.3333333333333,100,66.6666666666667,"August 2021","August 2021"
"EG1","PH1",13.3401297519146,33.3333333333333,50,16.6666666666667,"August 2022","August 2022"
"EG1","PH1",13.3401297519146,0,0,0,"July 2021","July 2021"
"EG1","PH1",13.3401297519146,0,0,0,"July 2022","July 2022"
"EG1","EG3",5.19501824621529,33.3333333333333,0,33.3333333333333,"August 2021","August 2021"
"EG1","EG3",5.19501824621529,33.3333333333333,25,8.3333333333333,"August 2022","August 2022"
"EG1","EG3",5.19501824621529,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"EG1","EG3",5.19501824621529,0,0,0,"July 2022","July 2022"
"EG1","HP1",8.98920089741954,33.3333333333333,66.6666666666667,33.3333333333334,"August 2021","August 2021"
"EG1","HP1",8.98920089741954,33.3333333333333,25,8.3333333333333,"August 2022","August 2022"
"EG1","HP1",8.98920089741954,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG1","HE1",10.2150292458139,33.3333333333333,0,33.3333333333333,"August 2021","August 2021"
"EG1","HE1",10.2150292458139,33.3333333333333,25,8.3333333333333,"August 2022","August 2022"
"EG1","HE1",10.2150292458139,0,0,0,"July 2021","July 2021"
"EG1","HE1",10.2150292458139,0,0,0,"July 2022","July 2022"
"EG1","MP1",11.6594691426886,33.3333333333333,66.6666666666667,33.3333333333334,"August 2021","August 2021"
"EG1","MP1",11.6594691426886,33.3333333333333,0,33.3333333333333,"August 2022","August 2022"
"EG1","MP1",11.6594691426886,0,0,0,"July 2021","July 2021"
"EG1","MP1",11.6594691426886,0,0,0,"July 2022","July 2022"
"EG2","EG4",2.2961178158629,66.6666666666667,50,16.6666666666667,"August 2021","August 2021"
"EG2","EG4",2.2961178158629,0,25,25,"August 2022","August 2022"
"EG2","EG4",2.2961178158629,75,33.3333333333333,41.6666666666667,"July 2021","July 2021"
"EG2","EG4",2.2961178158629,0,50,50,"July 2022","July 2022"
"EG2","SC1",8.34255082032472,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"EG2","SC1",8.34255082032472,0,25,25,"August 2022","August 2022"
"EG2","SC1",8.34255082032472,75,33.3333333333333,41.6666666666667,"July 2021","July 2021"
"EG2","SC1",8.34255082032472,0,0,0,"July 2022","July 2022"
"EG2","ST1",12.8010104283309,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"EG2","ST1",12.8010104283309,0,0,0,"August 2022","August 2022"
"EG2","ST1",12.8010104283309,75,0,75,"July 2021","July 2021"
"EG2","ST1",12.8010104283309,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG2","PR1",12.7424114785621,66.6666666666667,50,16.6666666666667,"August 2021","August 2021"
"EG2","PR1",12.7424114785621,0,25,25,"August 2022","August 2022"
"EG2","PR1",12.7424114785621,75,50,25,"July 2021","July 2021"
"EG2","PR1",12.7424114785621,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG2","PR2",14.39770077478,0,0,0,"August 2022","August 2022"
"EG2","PR2",14.39770077478,75,0,75,"July 2021","July 2021"
"EG2","PR2",14.39770077478,0,0,0,"July 2022","July 2022"
"EG2","PR3",14.5498230171554,66.6666666666667,33.3333333333333,33.3333333333334,"August 2021","August 2021"
"EG2","PR3",14.5498230171554,0,0,0,"August 2022","August 2022"
"EG2","PR3",14.5498230171554,75,0,75,"July 2021","July 2021"
"EG2","PR3",14.5498230171554,0,0,0,"July 2022","July 2022"
"EG2","PH1",9.99626912225111,66.6666666666667,100,33.3333333333333,"August 2021","August 2021"
"EG2","PH1",9.99626912225111,0,50,50,"August 2022","August 2022"
"EG2","PH1",9.99626912225111,75,0,75,"July 2021","July 2021"
"EG2","PH1",9.99626912225111,0,0,0,"July 2022","July 2022"
"EG2","EG3",1.73167598304944,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"EG2","EG3",1.73167598304944,0,25,25,"August 2022","August 2022"
"EG2","EG3",1.73167598304944,75,33.3333333333333,41.6666666666667,"July 2021","July 2021"
"EG2","EG3",1.73167598304944,0,0,0,"July 2022","July 2022"
"EG2","HP1",12.1109211843425,66.6666666666667,66.6666666666667,0,"August 2021","August 2021"
"EG2","HP1",12.1109211843425,0,25,25,"August 2022","August 2022"
"EG2","HP1",12.1109211843425,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG2","HE1",11.709483509924,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"EG2","HE1",11.709483509924,0,25,25,"August 2022","August 2022"
"EG2","HE1",11.709483509924,75,0,75,"July 2021","July 2021"
"EG2","HE1",11.709483509924,0,0,0,"July 2022","July 2022"
"EG2","MP1",8.36088291818539,66.6666666666667,66.6666666666667,0,"August 2021","August 2021"
"EG2","MP1",8.36088291818539,0,0,0,"August 2022","August 2022"
"EG2","MP1",8.36088291818539,75,0,75,"July 2021","July 2021"
"EG2","MP1",8.36088291818539,0,0,0,"July 2022","July 2022"
"EG3","EG4",3.12980205271069,0,50,50,"August 2021","August 2021"
"EG3","EG4",3.12980205271069,25,25,0,"August 2022","August 2022"
"EG3","EG4",3.12980205271069,33.3333333333333,33.3333333333333,0,"July 2021","July 2021"
"EG3","EG4",3.12980205271069,0,50,50,"July 2022","July 2022"
"EG3","SC1",9.97752682093111,0,0,0,"August 2021","August 2021"
"EG3","SC1",9.97752682093111,25,25,0,"August 2022","August 2022"
"EG3","SC1",9.97752682093111,33.3333333333333,33.3333333333333,0,"July 2021","July 2021"
"EG3","SC1",9.97752682093111,0,0,0,"July 2022","July 2022"
"EG3","ST1",14.2395148088242,0,0,0,"August 2021","August 2021"
"EG3","ST1",14.2395148088242,25,0,25,"August 2022","August 2022"
"EG3","ST1",14.2395148088242,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG3","ST1",14.2395148088242,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG3","PR1",11.3119374116642,0,50,50,"August 2021","August 2021"
"EG3","PR1",11.3119374116642,25,25,0,"August 2022","August 2022"
"EG3","PR1",11.3119374116642,33.3333333333333,50,16.6666666666667,"July 2021","July 2021"
"EG3","PR1",11.3119374116642,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG3","PR2",13.0923915454818,25,0,25,"August 2022","August 2022"
"EG3","PR2",13.0923915454818,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG3","PR2",13.0923915454818,0,0,0,"July 2022","July 2022"
"EG3","PR3",13.3158839113532,0,33.3333333333333,33.3333333333333,"August 2021","August 2021"
"EG3","PR3",13.3158839113532,25,0,25,"August 2022","August 2022"
"EG3","PR3",13.3158839113532,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG3","PR3",13.3158839113532,0,0,0,"July 2022","July 2022"
"EG3","PH1",8.36089285391746,0,100,100,"August 2021","August 2021"
"EG3","PH1",8.36089285391746,25,50,25,"August 2022","August 2022"
"EG3","PH1",8.36089285391746,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG3","PH1",8.36089285391746,0,0,0,"July 2022","July 2022"
"EG3","HP1",13.7333503408594,0,66.6666666666667,66.6666666666667,"August 2021","August 2021"
"EG3","HP1",13.7333503408594,25,25,0,"August 2022","August 2022"
"EG3","HP1",13.7333503408594,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"EG3","HE1",12.7471832506775,0,0,0,"August 2021","August 2021"
"EG3","HE1",12.7471832506775,25,25,0,"August 2022","August 2022"
"EG3","HE1",12.7471832506775,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG3","HE1",12.7471832506775,0,0,0,"July 2022","July 2022"
"EG3","MP1",6.77354537019931,0,66.6666666666667,66.6666666666667,"August 2021","August 2021"
"EG3","MP1",6.77354537019931,25,0,25,"August 2022","August 2022"
"EG3","MP1",6.77354537019931,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG3","MP1",6.77354537019931,0,0,0,"July 2022","July 2022"
"EG4","SC1",9.03102532207255,50,0,50,"August 2021","August 2021"
"EG4","SC1",9.03102532207255,25,25,0,"August 2022","August 2022"
"EG4","SC1",9.03102532207255,33.3333333333333,33.3333333333333,0,"July 2021","July 2021"
"EG4","SC1",9.03102532207255,50,0,50,"July 2022","July 2022"
"EG4","ST1",13.9235620138335,50,0,50,"August 2021","August 2021"
"EG4","ST1",13.9235620138335,25,0,25,"August 2022","August 2022"
"EG4","ST1",13.9235620138335,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG4","ST1",13.9235620138335,50,33.3333333333333,16.6666666666667,"July 2022","July 2022"
"EG4","PR1",12.1112119442364,50,50,0,"August 2021","August 2021"
"EG4","PR1",12.1112119442364,25,25,0,"August 2022","August 2022"
"EG4","PR1",12.1112119442364,33.3333333333333,50,16.6666666666667,"July 2021","July 2021"
"EG4","PR1",12.1112119442364,50,33.3333333333333,16.6666666666667,"July 2022","July 2022"
"EG4","PR2",13.4842114124729,25,0,25,"August 2022","August 2022"
"EG4","PR2",13.4842114124729,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG4","PR2",13.4842114124729,50,0,50,"July 2022","July 2022"
"EG4","PR3",13.5093122813839,50,33.3333333333333,16.6666666666667,"August 2021","August 2021"
"EG4","PR3",13.5093122813839,25,0,25,"August 2022","August 2022"
"EG4","PR3",13.5093122813839,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG4","PR3",13.5093122813839,50,0,50,"July 2022","July 2022"
"EG4","PH1",11.2754141480638,50,100,50,"August 2021","August 2021"
"EG4","PH1",11.2754141480638,25,50,25,"August 2022","August 2022"
"EG4","PH1",11.2754141480638,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG4","PH1",11.2754141480638,50,0,50,"July 2022","July 2022"
"EG4","HP1",12.7421098823698,50,66.6666666666667,16.6666666666667,"August 2021","August 2021"
"EG4","HP1",12.7421098823698,25,25,0,"August 2022","August 2022"
"EG4","HP1",12.7421098823698,50,33.3333333333333,16.6666666666667,"July 2022","July 2022"
"EG4","HE1",13.4426679383555,50,0,50,"August 2021","August 2021"
"EG4","HE1",13.4426679383555,25,25,0,"August 2022","August 2022"
"EG4","HE1",13.4426679383555,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG4","HE1",13.4426679383555,50,0,50,"July 2022","July 2022"
"EG4","MP1",9.77696575203858,50,66.6666666666667,16.6666666666667,"August 2021","August 2021"
"EG4","MP1",9.77696575203858,25,0,25,"August 2022","August 2022"
"EG4","MP1",9.77696575203858,33.3333333333333,0,33.3333333333333,"July 2021","July 2021"
"EG4","MP1",9.77696575203858,50,0,50,"July 2022","July 2022"
"HE1","SC1",6.88815793564974,0,0,0,"August 2021","August 2021"
"HE1","SC1",6.88815793564974,25,25,0,"August 2022","August 2022"
"HE1","SC1",6.88815793564974,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"HE1","SC1",6.88815793564974,0,0,0,"July 2022","July 2022"
"HE1","ST1",4.50727019220969,0,0,0,"August 2021","August 2021"
"HE1","ST1",4.50727019220969,25,0,25,"August 2022","August 2022"
"HE1","ST1",4.50727019220969,0,0,0,"July 2021","July 2021"
"HE1","ST1",4.50727019220969,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"HE1","PR1",23.8978688674532,0,50,50,"August 2021","August 2021"
"HE1","PR1",23.8978688674532,25,25,0,"August 2022","August 2022"
"HE1","PR1",23.8978688674532,0,50,50,"July 2021","July 2021"
"HE1","PR1",23.8978688674532,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"HE1","PR2",25.798171650523,25,0,25,"August 2022","August 2022"
"HE1","PR2",25.798171650523,0,0,0,"July 2021","July 2021"
"HE1","PR2",25.798171650523,0,0,0,"July 2022","July 2022"
"HE1","PR3",26.0547928111901,0,33.3333333333333,33.3333333333333,"August 2021","August 2021"
"HE1","PR3",26.0547928111901,25,0,25,"August 2022","August 2022"
"HE1","PR3",26.0547928111901,0,0,0,"July 2021","July 2021"
"HE1","PR3",26.0547928111901,0,0,0,"July 2022","July 2022"
"HE1","PH1",17.3658022176295,0,100,100,"August 2021","August 2021"
"HE1","PH1",17.3658022176295,25,50,25,"August 2022","August 2022"
"HE1","PH1",17.3658022176295,0,0,0,"July 2021","July 2021"
"HE1","PH1",17.3658022176295,0,0,0,"July 2022","July 2022"
"HE1","HP1",7.1054304895948,0,66.6666666666667,66.6666666666667,"August 2021","August 2021"
"HE1","HP1",7.1054304895948,25,25,0,"August 2022","August 2022"
"HE1","HP1",7.1054304895948,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"HE1","MP1",15.7851299321367,0,66.6666666666667,66.6666666666667,"August 2021","August 2021"
"HE1","MP1",15.7851299321367,25,0,25,"August 2022","August 2022"
"HE1","MP1",15.7851299321367,0,0,0,"July 2021","July 2021"
"HE1","MP1",15.7851299321367,0,0,0,"July 2022","July 2022"
"HP1","SC1",3.77059159881718,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"HP1","SC1",3.77059159881718,25,25,0,"August 2022","August 2022"
"HP1","SC1",3.77059159881718,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"HP1","ST1",3.12957367741383,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"HP1","ST1",3.12957367741383,25,0,25,"August 2022","August 2022"
"HP1","ST1",3.12957367741383,33.3333333333333,33.3333333333333,0,"July 2022","July 2022"
"HP1","PR1",24.7550829171042,66.6666666666667,50,16.6666666666667,"August 2021","August 2021"
"HP1","PR1",24.7550829171042,25,25,0,"August 2022","August 2022"
"HP1","PR1",24.7550829171042,33.3333333333333,33.3333333333333,0,"July 2022","July 2022"
"HP1","PR2",26.2225196212812,25,0,25,"August 2022","August 2022"
"HP1","PR2",26.2225196212812,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"HP1","PR3",26.2485559486496,66.6666666666667,33.3333333333333,33.3333333333334,"August 2021","August 2021"
"HP1","PR3",26.2485559486496,25,0,25,"August 2022","August 2022"
"HP1","PR3",26.2485559486496,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"HP1","PH1",20.8293067000477,66.6666666666667,100,33.3333333333333,"August 2021","August 2021"
"HP1","PH1",20.8293067000477,25,50,25,"August 2022","August 2022"
"HP1","PH1",20.8293067000477,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"HP1","MP1",19.102544727903,66.6666666666667,66.6666666666667,0,"August 2021","August 2021"
"HP1","MP1",19.102544727903,25,0,25,"August 2022","August 2022"
"HP1","MP1",19.102544727903,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"MP1","SC1",15.5849974517391,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"MP1","SC1",15.5849974517391,0,25,25,"August 2022","August 2022"
"MP1","SC1",15.5849974517391,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"MP1","SC1",15.5849974517391,0,0,0,"July 2022","July 2022"
"MP1","ST1",18.7184150655256,66.6666666666667,0,66.6666666666667,"August 2021","August 2021"
"MP1","ST1",18.7184150655256,0,0,0,"August 2022","August 2022"
"MP1","ST1",18.7184150655256,0,0,0,"July 2021","July 2021"
"MP1","ST1",18.7184150655256,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"MP1","PR1",10.2154203561257,66.6666666666667,50,16.6666666666667,"August 2021","August 2021"
"MP1","PR1",10.2154203561257,0,25,25,"August 2022","August 2022"
"MP1","PR1",10.2154203561257,0,50,50,"July 2021","July 2021"
"MP1","PR1",10.2154203561257,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"MP1","PR2",12.4972482438321,0,0,0,"August 2022","August 2022"
"MP1","PR2",12.4972482438321,0,0,0,"July 2021","July 2021"
"MP1","PR2",12.4972482438321,0,0,0,"July 2022","July 2022"
"MP1","PR3",13.1071157153968,66.6666666666667,33.3333333333333,33.3333333333334,"August 2021","August 2021"
"MP1","PR3",13.1071157153968,0,0,0,"August 2022","August 2022"
"MP1","PR3",13.1071157153968,0,0,0,"July 2021","July 2021"
"MP1","PR3",13.1071157153968,0,0,0,"July 2022","July 2022"
"MP1","PH1",1.73168092571023,66.6666666666667,100,33.3333333333333,"August 2021","August 2021"
"MP1","PH1",1.73168092571023,0,50,50,"August 2022","August 2022"
"MP1","PH1",1.73168092571023,0,0,0,"July 2021","July 2021"
"MP1","PH1",1.73168092571023,0,0,0,"July 2022","July 2022"
"PH1","SC1",17.3166783774312,100,0,100,"August 2021","August 2021"
"PH1","SC1",17.3166783774312,50,25,25,"August 2022","August 2022"
"PH1","SC1",17.3166783774312,0,33.3333333333333,33.3333333333333,"July 2021","July 2021"
"PH1","SC1",17.3166783774312,0,0,0,"July 2022","July 2022"
"PH1","ST1",20.4034107963573,100,0,100,"August 2021","August 2021"
"PH1","ST1",20.4034107963573,50,0,50,"August 2022","August 2022"
"PH1","ST1",20.4034107963573,0,0,0,"July 2021","July 2021"
"PH1","ST1",20.4034107963573,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"PH1","PR1",9.84723800295169,100,50,50,"August 2021","August 2021"
"PH1","PR1",9.84723800295169,50,25,25,"August 2022","August 2022"
"PH1","PR1",9.84723800295169,0,50,50,"July 2021","July 2021"
"PH1","PR1",9.84723800295169,0,33.3333333333333,33.3333333333333,"July 2022","July 2022"
"PH1","PR2",12.1375697571747,50,0,50,"August 2022","August 2022"
"PH1","PR2",12.1375697571747,0,0,0,"July 2021","July 2021"
"PH1","PR2",12.1375697571747,0,0,0,"July 2022","July 2022"
"PH1","PR3",12.8231968222272,100,33.3333333333333,66.6666666666667,"August 2021","August 2021"
"PH1","PR3",12.8231968222272,50,0,50,"August 2022","August 2022"
"PH1","PR3",12.8231968222272,0,0,0,"July 2021","July 2021"
"PH1","PR3",12.8231968222272,0,0,0,"July 2022","July 2022"
"PR1","SC1",20.9932454221444,50,0,50,"August 2021","August 2021"
"PR1","SC1",20.9932454221444,25,25,0,"August 2022","August 2022"
"PR1","SC1",20.9932454221444,50,33.3333333333333,16.6666666666667,"July 2021","July 2021"
"PR1","SC1",20.9932454221444,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"PR1","ST1",25.5287341331669,50,0,50,"August 2021","August 2021"
"PR1","ST1",25.5287341331669,25,0,25,"August 2022","August 2022"
"PR1","ST1",25.5287341331669,50,0,50,"July 2021","July 2021"
"PR1","ST1",25.5287341331669,33.3333333333333,33.3333333333333,0,"July 2022","July 2022"
"PR1","PR2",2.29341943357438,25,0,25,"August 2022","August 2022"
"PR1","PR2",2.29341943357438,50,0,50,"July 2021","July 2021"
"PR1","PR2",2.29341943357438,33.3333333333333,0,33.3333333333333,"July 2022","July 2022"
"PR1","PR3",2.99577313737512,50,33.3333333333333,16.6666666666667,"August 2021","August 2021"
"PR1","PR3",2.99577313737512,25,0,25,"August 2022","August 2022"
"PR1","PR3",2.99577313737512,50,0,50,"July 2021","July 2021"
