PlateVal,Include,Color,Pos,Name,Cp,Pos_Tm,Tm1,Tm2
423,TRUE,255,F9,Sample 69,36.43,F9,82.07,
423,TRUE,65280,F10,Sample 70,,F10,,
423,TRUE,65280,F11,Sample 71,,F11,,
423,TRUE,65280,F12,Sample 72,,F12,,
423,TRUE,65280,G1,Sample 73,,G1,,
423,TRUE,65280,G2,Sample 74,,G2,,
423,TRUE,65280,G3,Sample 75,,G3,,
423,TRUE,255,G4,Sample 76,40,G4,77.63,84.71
423,TRUE,255,G5,Sample 77,34.78,G5,83.15,
423,TRUE,65280,G6,Sample 78,,G6,,
423,TRUE,255,G7,Sample 79,36.13,G7,79.5,
423,TRUE,255,G8,Sample 80,40,G8,81.92,85.2
423,TRUE,65280,G9,Sample 81,,G9,,
423,TRUE,16711680,G10,Sample 82,22.55,G10,,
423,TRUE,16711680,G11,Sample 83,17.81,G11,,
423,TRUE,65280,G12,Sample 84,,G12,,
423,TRUE,255,H1,Sample 85,36.66,H1,,
423,TRUE,255,H2,Sample 86,34.14,H2,77.62,
423,TRUE,255,H3,Sample 87,36.86,H3,81.01,
423,TRUE,255,H4,Sample 88,35.72,H4,77.46,
423,TRUE,65280,H5,Sample 89,,H5,,
423,TRUE,65280,H6,Sample 90,,H6,,
423,TRUE,255,H7,Sample 91,34.65,H7,79.49,
423,TRUE,16711680,H8,Sample 92,40,H8,75.98,
423,TRUE,65280,H9,Sample 93,,H9,,
423,TRUE,65280,H10,Sample 94,,H10,,
423,TRUE,65280,H11,Sample 95,,H11,,
423,TRUE,65280,H12,Sample 96,,H12,,
517,TRUE,255,A1,Sample 1,24.33,A1,82.07,
517,TRUE,65280,A2,Sample 2,,A2,,
517,TRUE,255,A3,Sample 3,34.31,A3,81.69,
517,TRUE,255,A4,Sample 4,35.92,A4,85.2,
517,TRUE,65280,A5,Sample 5,,A5,,
517,TRUE,65280,A6,Sample 6,,A6,,
517,TRUE,65280,A7,Sample 7,,A7,,
517,TRUE,255,A8,Sample 8,17.15,A8,,
517,TRUE,255,A9,Sample 9,21.66,A9,,
517,TRUE,255,A10,Sample 10,30.13,A10,,
517,TRUE,65280,A11,Sample 11,,A11,,
517,TRUE,255,A12,Sample 12,37.06,A12,83.71,
517,TRUE,255,B1,Sample 13,27.57,B1,81.98,
517,TRUE,65280,B2,Sample 14,,B2,,
517,TRUE,255,B3,Sample 15,34.7,B3,81.84,
517,TRUE,255,B4,Sample 16,35.91,B4,78.26,
517,TRUE,255,B5,Sample 17,39.47,B5,77.84,
517,TRUE,65280,B6,Sample 18,,B6,,
517,TRUE,65280,B7,Sample 19,,B7,,
517,TRUE,255,B8,Sample 20,35.44,B8,,
517,TRUE,255,B9,Sample 21,25.92,B9,,
517,TRUE,255,B10,Sample 22,22.75,B10,,
517,TRUE,65280,B11,Sample 23,,B11,,
517,TRUE,65280,B12,Sample 24,,B12,,
517,TRUE,255,C1,Sample 25,30.92,C1,81.81,
517,TRUE,255,C2,Sample 26,40,C2,77.94,
517,TRUE,65280,C3,Sample 27,,C3,,
517,TRUE,65280,C4,Sample 28,,C4,,
517,TRUE,65280,C5,Sample 29,,C5,,
517,TRUE,65280,C6,Sample 30,,C6,,
517,TRUE,65280,C7,Sample 31,,C7,83.61,93.5
517,TRUE,255,C8,Sample 32,26.15,C8,,
517,TRUE,255,C9,Sample 33,31.01,C9,,
517,TRUE,255,C10,Sample 34,24.64,C10,,
517,TRUE,255,C11,Sample 35,5,C11,,
517,TRUE,255,C12,Sample 36,35.71,C12,,
517,TRUE,255,D1,Sample 37,34.34,D1,82,
517,TRUE,65280,D2,Sample 38,,D2,,
517,TRUE,65280,D3,Sample 39,,D3,,
517,TRUE,65280,D4,Sample 40,,D4,,
517,TRUE,255,D5,Sample 41,36.94,D5,79.24,82.96
517,TRUE,65280,D6,Sample 42,,D6,78.13,
517,TRUE,65280,D7,Sample 43,,D7,,
517,TRUE,255,D8,Sample 44,16.34,D8,,
517,TRUE,255,D9,Sample 45,14.33,D9,,
517,TRUE,65280,D10,Sample 46,,D10,,
517,TRUE,65280,D11,Sample 47,,D11,,
517,TRUE,65280,D12,Sample 48,,D12,,
517,TRUE,65280,E1,Sample 49,,E1,,
517,TRUE,65280,E2,Sample 50,,E2,78.8,
517,TRUE,65280,E3,Sample 51,,E3,,
517,TRUE,65280,E4,Sample 52,,E4,,
517,TRUE,255,E5,Sample 53,39.21,E5,81.11,
517,TRUE,255,E6,Sample 54,18.75,E6,,
517,TRUE,16711680,E7,Sample 55,15.78,E7,,
517,TRUE,65280,E8,Sample 56,,E8,,
517,TRUE,65280,E9,Sample 57,,E9,,
517,TRUE,65280,E10,Sample 58,,E10,,
517,TRUE,65280,E11,Sample 59,,E11,,
517,TRUE,65280,E12,Sample 60,,E12,,
517,TRUE,65280,F1,Sample 61,,F1,,
517,TRUE,255,F2,Sample 62,32.81,F2,79.03,85.12
517,TRUE,255,F3,Sample 63,36.67,F3,81.69,
517,TRUE,65280,F4,Sample 64,,F4,,
517,TRUE,255,F5,Sample 65,36.74,F5,78.63,85.06
517,TRUE,65280,F6,Sample 66,,F6,,
517,TRUE,65280,F7,Sample 67,,F7,,
517,TRUE,255,F8,Sample 68,23.42,F8,,
517,TRUE,65280,F9,Sample 69,,F9,,
517,TRUE,65280,F10,Sample 70,,F10,,
517,TRUE,65280,F11,Sample 71,,F11,,
517,TRUE,65280,F12,Sample 72,,F12,,
517,TRUE,65280,G1,Sample 73,,G1,,
517,TRUE,255,G2,Sample 74,40,G2,87.11,
517,TRUE,65280,G3,Sample 75,,G3,,
517,TRUE,255,G4,Sample 76,40,G4,78.39,82.67
517,TRUE,16711680,G5,Sample 77,40,G5,78.52,
517,TRUE,65280,G6,Sample 78,,G6,,
517,TRUE,65280,G7,Sample 79,,G7,,
517,TRUE,65280,G8,Sample 80,,G8,,
517,TRUE,65280,G9,Sample 81,,G9,,
517,TRUE,255,G10,Sample 82,15.9,G10,,
517,TRUE,255,G11,Sample 83,18.06,G11,,
517,TRUE,65280,G12,Sample 84,,G12,,
517,TRUE,65280,H1,Sample 85,,H1,,
